From	To
Q9C0H2	Q9C0H2
Q9NYB0	Q9NYB0
P83436	P83436
Q13496	Q13496
P10301	P10301
Q9NYL2	Q9NYL2
P62140	P62140
P46108	P46108
P07947	P07947
Q05D32	Q05D32
P24928	P24928
O60437	O60437
Q96A57	Q96A57
Q8TCZ2	Q8TCZ2
Q7Z3G6	Q7Z3G6
O94762	O94762
Q8N9T8	Q8N9T8
Q9NWW5	Q9NWW5
Q15326	Q15326
Q5VZM2	Q5VZM2
O95935	O95935
Q8TDC3	Q8TDC3
Q92630	Q92630
Q9BRK4	Q9BRK4
Q86SQ6	Q86SQ6
Q9UBB5	Q9UBB5
P09496	P09496
Q5PRF9	Q5PRF9
Q9P2Q2	Q9P2Q2
Q15018	Q15018
Q9H4A6	Q9H4A6
Q9P2G1	Q9P2G1
Q9NZQ3	Q9NZQ3
Q86U86	Q86U86
Q12988	Q12988
O00116	O00116
Q9UKM9	Q9UKM9
Q9H1K1	Q9H1K1
P19532	P19532
Q9BUU2	Q9BUU2
Q8N350	Q8N350
O60291	O60291
Q9Y2J4	Q9Y2J4
Q9NSK0	Q9NSK0
Q9ULQ0	Q9ULQ0
P41970	P41970
O15127	O15127
Q8N5S9	Q8N5S9
Q29RF7	Q29RF7
A6NIX2	A6NIX2
P49768	P49768
Q9UFC0	Q9UFC0
O94819	O94819
Q9HB09	Q9HB09
O95685	O95685
Q9NWZ5	Q9NWZ5
O43290	O43290
Q9NR34	Q9NR34
Q9Y2Y9	Q9Y2Y9
Q96C19	Q96C19
P09603	P09603
O95402	O95402
P34925	P34925
O75569	O75569
P78356	P78356
Q9BU76	Q9BU76
Q96JK2	Q96JK2
Q7L3B6	Q7L3B6
P29590	P29590
Q9BRK3	Q9BRK3
Q7Z406	Q7Z406
Q9NR19	Q9NR19
P56696	P56696
Q8WU90	Q8WU90
Q2KJY2	Q2KJY2
Q6ZUT6	Q6ZUT6
Q8IX15	Q8IX15
Q96PC5	Q96PC5
P38432	P38432
Q9ULL8	Q9ULL8
O75362	O75362
P15923	P15923
Q9UJW0	Q9UJW0
Q9NY61	Q9NY61
Q96JY6	Q96JY6
P10916	P10916
Q2YD98	Q2YD98
Q6IQ22	Q6IQ22
Q9ULU8	Q9ULU8
Q9H6H4	Q9H6H4
Q03252	Q03252
Q6UWH4	Q6UWH4
P20700	P20700
Q9H6F5	Q9H6F5
P09455	P09455
Q8NDX6	Q8NDX6
Q1RMZ1	Q1RMZ1
O95456	O95456
O43861	O43861
Q8NFJ5	Q8NFJ5
P78314	P78314
Q9UBP6	Q9UBP6
P46937	P46937
Q7Z3C6	Q7Z3C6
Q8N8Z6	Q8N8Z6
Q9BSQ5	Q9BSQ5
Q9Y6D9	Q9Y6D9
Q9NQG6	Q9NQG6
Q00987	Q00987
O14795	O14795
P83731	P83731
Q96MU7	Q96MU7
Q9H9D4	Q9H9D4
Q9UIS9	Q9UIS9
P55884	P55884
Q9NR45	Q9NR45
Q8TC76	Q8TC76
Q6ZSY5	Q6ZSY5
Q96PE1	Q96PE1
O43516	O43516
O14924	O14924
P04637	P04637
Q8N6T7	Q8N6T7
Q07912	Q07912
O14545	O14545
Q8NAC3	Q8NAC3
P46940	P46940
P48960	P48960
Q8N3E9	Q8N3E9
O43822	O43822
O75420	O75420
Q96JN8	Q96JN8
O15417	O15417
P04920	P04920
Q9H4L5	Q9H4L5
P11532	P11532
Q9Y383	Q9Y383
Q14524	Q14524
Q86XP3	Q86XP3
Q9P2P5	Q9P2P5
O15530	O15530
O43306	O43306
Q9UKI2	Q9UKI2
Q14153	Q14153
Q8IWZ3	Q8IWZ3
Q6EEV4	Q6EEV4
O00459	O00459
P46379	P46379
Q9HA65	Q9HA65
Q86UW9	Q86UW9
Q15642	Q15642
O95801	O95801
O94964	O94964
P20749	P20749
Q0VG06	Q0VG06
Q86WR7	Q86WR7
Q15345	Q15345
Q86YR5	Q86YR5
Q9BUT9	Q9BUT9
P02511	P02511
Q8TAP8	Q8TAP8
Q9UBS0	Q9UBS0
Q8N137	Q8N137
Q7Z7A4	Q7Z7A4
O00231	O00231
P56524	P56524
Q4L180	Q4L180
Q9BRZ2	Q9BRZ2
Q96P48	Q96P48
Q5C9Z4	Q5C9Z4
Q86X53	Q86X53
Q13627	Q13627
Q99501	Q99501
P25325	P25325
O00291	O00291
O14558	O14558
O60936	O60936
P27708	P27708
Q7L7X3	Q7L7X3
Q9H0K1	Q9H0K1
A0A0B4J2F2	A0A0B4J2F2
Q8IY26	Q8IY26
Q8TAF3	Q8TAF3
P54578	P54578
Q6NXT1	Q6NXT1
Q8ND25	Q8ND25
Q9BVG9	Q9BVG9
O60381	O60381
Q969K3	Q969K3
Q8WZ73	Q8WZ73
O94826	O94826
O75143	O75143
Q99500	Q99500
Q9H0E3	Q9H0E3
Q9UF83	Q9UF83
Q92543	Q92543
P15822	P15822
P08913	P08913
Q9BZ23	Q9BZ23
Q9BV36	Q9BV36
Q9UI08	Q9UI08
Q15477	Q15477
Q16513	Q16513
Q96SB3	Q96SB3
Q13614	Q13614
Q9NSU2	Q9NSU2
A1L170	A1L170
P52735	P52735
Q99653	Q99653
Q969Z0	Q969Z0
Q96GS4	Q96GS4
Q8N684	Q8N684
Q9BXB5	Q9BXB5
Q7L591	Q7L591
Q96G74	Q96G74
Q96S44	Q96S44
P54725	P54725
Q7Z4H7	Q7Z4H7
Q86TB9	Q86TB9
Q9BYX2	Q9BYX2
O43524	O43524
Q9BVN2	Q9BVN2
Q9P275	Q9P275
Q6PJI9	Q6PJI9
Q96A73	Q96A73
O00512	O00512
Q15131	Q15131
P17676	P17676
Q9H1Z4	Q9H1Z4
P50613	P50613
P42694	P42694
Q147X3	Q147X3
Q9Y259	Q9Y259
Q9H9J4	Q9H9J4
Q9BTA9	Q9BTA9
Q96PU8	Q96PU8
O43639	O43639
P17275	P17275
Q6DD88	Q6DD88
Q2VPK5	Q2VPK5
Q13823	Q13823
O75794	O75794
Q9Y2W2	Q9Y2W2
Q8IY17	Q8IY17
Q9H0X9	Q9H0X9
Q96M96	Q96M96
Q8NE62	Q8NE62
Q8IVM0	Q8IVM0
Q9H3E2	Q9H3E2
Q6ZW31	Q6ZW31
Q9Y6G9	Q9Y6G9
Q96AM1	Q96AM1
Q92888	Q92888
Q15084	Q15084
Q58WW2	Q58WW2
P31942	P31942
Q8NCP5	Q8NCP5
P06241	P06241
Q99816	Q99816
Q18PE1	Q18PE1
Q15361	Q15361
Q96EV8	Q96EV8
Q15696	Q15696
Q9P2N6	Q9P2N6
P19419	P19419
Q6PJF5	Q6PJF5
P78504	P78504
Q96S90	Q96S90
Q9BTK6	Q9BTK6
Q96RL1	Q96RL1
Q6P158	Q6P158
Q9P2D0	Q9P2D0
Q8TBE0	Q8TBE0
P49590	P49590
Q86WN1	Q86WN1
Q70EK8	Q70EK8
Q6ZNE5	Q6ZNE5
Q6PJT7	Q6PJT7
Q14517	Q14517
Q96S82	Q96S82
Q5VWJ9	Q5VWJ9
Q96EY5	Q96EY5
Q6ZRP7	Q6ZRP7
P27348	P27348
Q9UJY1	Q9UJY1
O95782	O95782
O60516	O60516
P49116	P49116
Q9NPG3	Q9NPG3
Q9UDY4	Q9UDY4
O95758	O95758
Q8NHG8	Q8NHG8
Q96D46	Q96D46
Q9NZJ4	Q9NZJ4
Q8IWU2	Q8IWU2
Q96KR1	Q96KR1
Q9H6R7	Q9H6R7
Q2TAM9	Q2TAM9
Q96QR8	Q96QR8
Q14671	Q14671
A8MVW0	A8MVW0
O95490	O95490
Q8N3K9	Q8N3K9
Q8IWE5	Q8IWE5
Q8NB14	Q8NB14
Q9HD20	Q9HD20
Q9HC78	Q9HC78
Q92623	Q92623
O95487	O95487
P46109	P46109
Q96CC6	Q96CC6
Q16706	Q16706
P57768	P57768
Q07092	Q07092
P17812	P17812
P36915	P36915
P18031	P18031
O00267	O00267
Q6ZW76	Q6ZW76
Q8NCJ5	Q8NCJ5
Q15417	Q15417
Q8WU17	Q8WU17
Q01201	Q01201
O75190	O75190
Q96C57	Q96C57
Q8IX01	Q8IX01
Q969R5	Q969R5
Q9ULI3	Q9ULI3
O14745	O14745
Q6ZVH7	Q6ZVH7
P54253	P54253
P17029	P17029
O60884	O60884
Q96D09	Q96D09
Q9BVP2	Q9BVP2
P10644	P10644
P29317	P29317
Q6TFL4	Q6TFL4
Q13563	Q13563
O43150	O43150
P51991	P51991
Q9ULL4	Q9ULL4
Q9NZ56	Q9NZ56
Q99996	Q99996
Q9H6Y2	Q9H6Y2
P0C264	P0C264
Q9NTJ3	Q9NTJ3
B2RBV5	B2RBV5
Q02156	Q02156
Q14195	Q14195
Q9NQ29	Q9NQ29
Q01995	Q01995
Q9BUR4	Q9BUR4
P13796	P13796
Q96EI5	Q96EI5
P55291	P55291
Q15007	Q15007
Q8TF74	Q8TF74
P78524	P78524
Q9H6U6	Q9H6U6
Q6P3S6	Q6P3S6
O96019	O96019
Q01167	Q01167
Q13098	Q13098
Q9H8M2	Q9H8M2
Q12986	Q12986
Q6UXF1	Q6UXF1
Q92889	Q92889
Q86U06	Q86U06
Q96GF1	Q96GF1
Q9UPX8	Q9UPX8
P29353	P29353
O95071	O95071
O14950	O14950
P30050	P30050
Q9P0B6	Q9P0B6
P47756	P47756
Q8IUW3	Q8IUW3
P0DJ93	P0DJ93
O60341	O60341
Q13049	Q13049
Q16630	Q16630
Q92917	Q92917
P15151	P15151
Q9NPE2	Q9NPE2
Q96AY4	Q96AY4
Q9NQS1	Q9NQS1
O60749	O60749
Q96J84	Q96J84
Q96PV6	Q96PV6
Q7Z333	Q7Z333
P06756	P06756
Q9ULH7	Q9ULH7
Q96PY6	Q96PY6
Q9Y2B1	Q9Y2B1
Q92615	Q92615
Q53GS9	Q53GS9
Q8WUQ7	Q8WUQ7
Q9Y2V2	Q9Y2V2
Q92841	Q92841
Q7Z589	Q7Z589
Q8NAF0	Q8NAF0
Q6UY14	Q6UY14
Q96JE7	Q96JE7
Q9Y6P5	Q9Y6P5
Q9H4B6	Q9H4B6
Q5T0N5	Q5T0N5
O14980	O14980
O43301	O43301
Q969E8	Q969E8
O95361	O95361
Q02297	Q02297
Q7L8J4	Q7L8J4
P61619	P61619
Q13043	Q13043
Q9Y388	Q9Y388
O60292	O60292
Q8WYP5	Q8WYP5
Q76FK4	Q76FK4
Q68D10	Q68D10
Q8NBU5	Q8NBU5
Q09019	Q09019
Q969S2	Q969S2
Q4G0F5	Q4G0F5
Q9Y4P1	Q9Y4P1
O43488	O43488
Q15233	Q15233
Q9Y3T6	Q9Y3T6
P61026	P61026
Q13085	Q13085
Q01664	Q01664
Q13618	Q13618
Q6MZQ0	Q6MZQ0
Q8IXT5	Q8IXT5
Q8WXF1	Q8WXF1
P50479	P50479
P51149	P51149
Q96S66	Q96S66
Q13286	Q13286
P37173	P37173
P18669	P18669
Q9NYF3	Q9NYF3
P78344	P78344
Q9NRG9	Q9NRG9
A6NK97	A6NK97
Q01196	Q01196
Q13636	Q13636
O75508	O75508
Q9H3S7	Q9H3S7
Q4G0W2	Q4G0W2
Q9UEG4	Q9UEG4
Q15435	Q15435
Q5JU85	Q5JU85
P49674	P49674
Q9NQ92	Q9NQ92
Q5SRE5	Q5SRE5
P48730	P48730
Q96IF1	Q96IF1
Q5VTQ0	Q5VTQ0
O60678	O60678
Q15582	Q15582
Q96ST3	Q96ST3
Q9NVN3	Q9NVN3
Q7Z7N9	Q7Z7N9
P12111	P12111
Q9P1Z2	Q9P1Z2
Q9HCL0	Q9HCL0
Q7L4E1	Q7L4E1
Q9BVT8	Q9BVT8
O00541	O00541
Q9HD26	Q9HD26
Q9H330	Q9H330
Q9P212	Q9P212
P21860	P21860
Q9NQG7	Q9NQG7
P22626	P22626
P35555	P35555
Q9NXC5	Q9NXC5
Q99081	Q99081
Q9UJK0	Q9UJK0
Q9ULL5	Q9ULL5
P08621	P08621
Q9BRQ0	Q9BRQ0
Q96LD4	Q96LD4
P30419	P30419
Q9NZM4	Q9NZM4
Q13144	Q13144
O94776	O94776
Q96CP6	Q96CP6
Q6GQQ9	Q6GQQ9
Q9NXV6	Q9NXV6
Q9Y6R9	Q9Y6R9
Q96RV3	Q96RV3
Q53GG5	Q53GG5
Q9NPQ8	Q9NPQ8
Q9NVS9	Q9NVS9
Q9UEE5	Q9UEE5
Q92994	Q92994
Q9Y6F6	Q9Y6F6
P52756	P52756
Q9NRF2	Q9NRF2
P83876	P83876
P12268	P12268
Q9NZN8	Q9NZN8
Q5VT52	Q5VT52
P06733	P06733
Q15758	Q15758
Q96A00	Q96A00
Q96MG7	Q96MG7
Q13573	Q13573
P04792	P04792
Q96KG7	Q96KG7
O14920	O14920
Q7Z434	Q7Z434
Q8IZJ1	Q8IZJ1
Q13242	Q13242
Q9UIF9	Q9UIF9
Q9H1I8	Q9H1I8
Q8WXI9	Q8WXI9
Q01813	Q01813
Q9BUJ2	Q9BUJ2
P11274	P11274
Q96SB4	Q96SB4
P0DPB5	P0DPB5
Q99623	Q99623
O60547	O60547
P22694	P22694
Q6UX71	Q6UX71
Q9Y6W5	Q9Y6W5
Q5VYS4	Q5VYS4
Q9BUZ4	Q9BUZ4
Q32MK0	Q32MK0
O43847	O43847
Q562E7	Q562E7
Q13671	Q13671
O00562	O00562
Q6PJG6	Q6PJG6
P10398	P10398
Q6NWY9	Q6NWY9
Q7L2E3	Q7L2E3
Q99576	Q99576
P15408	P15408
Q13613	Q13613
O95759	O95759
Q2M1K9	Q2M1K9
Q9H7P9	Q9H7P9
O60565	O60565
P45974	P45974
P08240	P08240
P0C7T5	P0C7T5
Q9NUY8	Q9NUY8
P28066	P28066
Q96G01	Q96G01
Q9P273	Q9P273
O95633	O95633
Q96LW7	Q96LW7
Q9H5N1	Q9H5N1
Q8IZQ1	Q8IZQ1
P31948	P31948
Q96S15	Q96S15
Q9P2K8	Q9P2K8
Q6XZF7	Q6XZF7
P33527	P33527
Q9BQ39	Q9BQ39
Q53ET0	Q53ET0
P86791	P86791
O14641	O14641
Q07889	Q07889
Q9Y4B6	Q9Y4B6
Q9P2K3	Q9P2K3
Q96RY7	Q96RY7
Q8WXF0	Q8WXF0
Q8N961	Q8N961
Q9H7M9	Q9H7M9
P53365	P53365
Q9HBF4	Q9HBF4
O75607	O75607
Q9C0E2	Q9C0E2
Q9HB19	Q9HB19
Q8NAV1	Q8NAV1
Q8WVK2	Q8WVK2
Q13642	Q13642
P98196	P98196
Q14667	Q14667
P35499	P35499
Q07954	Q07954
O60256	O60256
Q86XN8	Q86XN8
Q9NR12	Q9NR12
O94921	O94921
P16234	P16234
O75157	O75157
Q6ZU35	Q6ZU35
O95210	O95210
Q07352	Q07352
Q9NYB9	Q9NYB9
P27105	P27105
Q13443	Q13443
P13984	P13984
Q13547	Q13547
P27361	P27361
Q9UD71	Q9UD71
P22234	P22234
P16298	P16298
Q5TDH0	Q5TDH0
Q15831	Q15831
O60443	O60443
P07741	P07741
Q16832	Q16832
Q9Y2S7	Q9Y2S7
O75161	O75161
Q14137	Q14137
Q8IX21	Q8IX21
P12694	P12694
Q14156	Q14156
Q7Z2X4	Q7Z2X4
Q86T03	Q86T03
Q9BSW2	Q9BSW2
P35251	P35251
P36578	P36578
P13639	P13639
Q9UM11	Q9UM11
P14859	P14859
P18621	P18621
Q9BZG1	Q9BZG1
A1IGU5	A1IGU5
O60934	O60934
O60701	O60701
P49841	P49841
Q9NTI2	Q9NTI2
Q96J66	Q96J66
Q6ZP82	Q6ZP82
P08134	P08134
Q8WUX9	Q8WUX9
O14867	O14867
Q03393	Q03393
P19174	P19174
O75324	O75324
Q86VF7	Q86VF7
Q9Y4K4	Q9Y4K4
Q5JWF2	Q5JWF2
Q15063	Q15063
O75864	O75864
P07437	P07437
Q9UBP9	Q9UBP9
Q16584	Q16584
Q15388	Q15388
Q9UGJ0	Q9UGJ0
Q00872	Q00872
O14494	O14494
O94851	O94851
O00444	O00444
Q86TN4	Q86TN4
Q6ZRI6	Q6ZRI6
P56211	P56211
Q8WX92	Q8WX92
P34741	P34741
P36507	P36507
P17096	P17096
Q9Y597	Q9Y597
P48556	P48556
Q9BWT3	Q9BWT3
Q9BUH6	Q9BUH6
O95149	O95149
Q96A19	Q96A19
Q96LY2	Q96LY2
Q15773	Q15773
Q2KHR2	Q2KHR2
Q8TCG2	Q8TCG2
Q8WXG6	Q8WXG6
Q13057	Q13057
Q8N8G2	Q8N8G2
O95980	O95980
Q5T749	Q5T749
Q9P013	Q9P013
Q9P2E5	Q9P2E5
P54821	P54821
Q12841	Q12841
Q9Y2F5	Q9Y2F5
Q9P225	Q9P225
O95873	O95873
Q86US8	Q86US8
Q99959	Q99959
Q96CB8	Q96CB8
Q08378	Q08378
Q9H3C7	Q9H3C7
Q9P035	Q9P035
Q12774	Q12774
Q9H3M7	Q9H3M7
P38936	P38936
Q86U90	Q86U90
Q6UUV7	Q6UUV7
Q9UNE7	Q9UNE7
Q9NX74	Q9NX74
Q14573	Q14573
Q9C086	Q9C086
Q14558	Q14558
O95248	O95248
Q6ZV89	Q6ZV89
Q9ULC8	Q9ULC8
Q9NVM1	Q9NVM1
P22105	P22105
Q9P2H5	Q9P2H5
Q8N6R0	Q8N6R0
O00178	O00178
Q9BZF2	Q9BZF2
Q9H832	Q9H832
Q96F44	Q96F44
Q12769	Q12769
Q9HCM3	Q9HCM3
Q9C004	Q9C004
O60231	O60231
P08648	P08648
Q8N357	Q8N357
Q8IY22	Q8IY22
Q5SQI0	Q5SQI0
Q52LR7	Q52LR7
Q7L5A3	Q7L5A3
A6ND36	A6ND36
Q8N6N3	Q8N6N3
Q9BU19	Q9BU19
Q15596	Q15596
P04626	P04626
Q9NXH8	Q9NXH8
Q96F63	Q96F63
O75448	O75448
O76024	O76024
Q9ULF5	Q9ULF5
Q5T8P6	Q5T8P6
Q53EP0	Q53EP0
Q96K21	Q96K21
Q13596	Q13596
P78317	P78317
Q96BJ3	Q96BJ3
Q53QV2	Q53QV2
Q9UPY5	Q9UPY5
Q9UJ14	Q9UJ14
Q14147	Q14147
Q9UP83	Q9UP83
Q9Y6C2	Q9Y6C2
P23508	P23508
P63000	P63000
A6NM62	A6NM62
Q9BRR9	Q9BRR9
Q86X10	Q86X10
P19838	P19838
Q16514	Q16514
Q9ULP9	Q9ULP9
Q7Z3B3	Q7Z3B3
Q6ZN04	Q6ZN04
Q5U5Q3	Q5U5Q3
O95251	O95251
Q5SQQ9	Q5SQQ9
P98198	P98198
P62753	P62753
Q9BZL6	Q9BZL6
P19021	P19021
O94842	O94842
P55316	P55316
Q9H270	Q9H270
Q5T3F8	Q5T3F8
Q99719	Q99719
Q5W0Z9	Q5W0Z9
Q99788	Q99788
O43896	O43896
P27986	P27986
P98160	P98160
Q9HBM0	Q9HBM0
Q02410	Q02410
Q8IWV7	Q8IWV7
Q09013	Q09013
Q8NE00	Q8NE00
P52272	P52272
Q9Y365	Q9Y365
Q86UX6	Q86UX6
Q8NCE2	Q8NCE2
O75335	O75335
Q9BQ67	Q9BQ67
Q9NY27	Q9NY27
Q13322	Q13322
O75665	O75665
P54646	P54646
Q13895	Q13895
Q13546	Q13546
O76080	O76080
A4D1P6	A4D1P6
Q9BYI3	Q9BYI3
Q9UIK4	Q9UIK4
Q99829	Q99829
Q9UPQ7	Q9UPQ7
Q9NRA2	Q9NRA2
Q8IWA5	Q8IWA5
Q9GZY8	Q9GZY8
Q8TBZ6	Q8TBZ6
Q8TF40	Q8TF40
Q9H1A4	Q9H1A4
P37802	P37802
Q9Y3Z3	Q9Y3Z3
Q9Y2B0	Q9Y2B0
Q93008	Q93008
P41279	P41279
P15531	P15531
P22392	P22392
O75379	O75379
Q9H000	Q9H000
Q86X95	Q86X95
Q8WU20	Q8WU20
Q96AD5	Q96AD5
Q86VY9	Q86VY9
Q9NSD5	Q9NSD5
Q8IVP5	Q8IVP5
P39687	P39687
Q13371	Q13371
Q9H4X1	Q9H4X1
O60825	O60825
Q00577	Q00577
Q9BX95	Q9BX95
Q13542	Q13542
Q9HAK2	Q9HAK2
Q5JYT7	Q5JYT7
Q9BY44	Q9BY44
O00629	O00629
O94986	O94986
Q9UGI6	Q9UGI6
Q08289	Q08289
Q9NZI8	Q9NZI8
Q96RT6	Q96RT6
Q86VB7	Q86VB7
Q96PK6	Q96PK6
Q07617	Q07617
P31323	P31323
Q9BTT6	Q9BTT6
Q13615	Q13615
Q8IXQ3	Q8IXQ3
Q14643	Q14643
P13612	P13612
P49760	P49760
Q8TC92	Q8TC92
Q96BH1	Q96BH1
Q9NV29	Q9NV29
Q13950	Q13950
Q9NZ63	Q9NZ63
Q5XUX0	Q5XUX0
Q13946	Q13946
Q6ZN18	Q6ZN18
P46934	P46934
O75896	O75896
O75676	O75676
P55042	P55042
Q8IYB1	Q8IYB1
Q9NP56	Q9NP56
Q9UFB7	Q9UFB7
Q9NX58	Q9NX58
P81274	P81274
Q69YU3	Q69YU3
Q9BWN1	Q9BWN1
Q8N7C4	Q8N7C4
P55201	P55201
Q96EP0	Q96EP0
P47974	P47974
O60658	O60658
Q9HB21	Q9HB21
Q14149	Q14149
P49207	P49207
Q96MD7	Q96MD7
Q9HCG8	Q9HCG8
Q9BTC0	Q9BTC0
Q16875	Q16875
Q8TDN4	Q8TDN4
Q92564	Q92564
Q96I25	Q96I25
P40222	P40222
Q5QP82	Q5QP82
P31749	P31749
Q96IW2	Q96IW2
Q13574	Q13574
Q8N612	Q8N612
Q8N1G1	Q8N1G1
Q9NXR1	Q9NXR1
O15033	O15033
Q9BW61	Q9BW61
O00501	O00501
Q01581	Q01581
Q8TDJ6	Q8TDJ6
Q96RU3	Q96RU3
Q9C0E4	Q9C0E4
Q8N9N8	Q8N9N8
P57081	P57081
P49450	P49450
Q5VTL8	Q5VTL8
Q9BUI4	Q9BUI4
Q6Q0C0	Q6Q0C0
Q9H2H9	Q9H2H9
Q8TD16	Q8TD16
P54278	P54278
Q9Y6K9	Q9Y6K9
Q9ULD4	Q9ULD4
Q9BVA0	Q9BVA0
Q05193	Q05193
Q14123	Q14123
Q9Y5W9	Q9Y5W9
Q8TAB5	Q8TAB5
Q07001	Q07001
Q9UMX3	Q9UMX3
P18054	P18054
P49757	P49757
Q9NYV4	Q9NYV4
Q6ZRS2	Q6ZRS2
Q8NHH9	Q8NHH9
Q14432	Q14432
Q5SNT2	Q5SNT2
Q96AX9	Q96AX9
Q9BRQ6	Q9BRQ6
Q8IWF6	Q8IWF6
Q9UJX2	Q9UJX2
Q9NZJ7	Q9NZJ7
P98095	P98095
O60493	O60493
Q2KHT3	Q2KHT3
P11413	P11413
Q86XA9	Q86XA9
Q15672	Q15672
O14908	O14908
Q92560	Q92560
Q86YD1	Q86YD1
Q9P2F6	Q9P2F6
Q8N3R9	Q8N3R9
Q14739	Q14739
O15211	O15211
Q9UKV8	Q9UKV8
Q6P4Q7	Q6P4Q7
Q16629	Q16629
Q8TC71	Q8TC71
Q8TEA8	Q8TEA8
Q92633	Q92633
Q92618	Q92618
O75061	O75061
Q8IVE3	Q8IVE3
Q969H6	Q969H6
P53355	P53355
Q96RF0	Q96RF0
Q5J8M3	Q5J8M3
Q6AWC2	Q6AWC2
Q9ULE0	Q9ULE0
Q9H8W4	Q9H8W4
P52298	P52298
P17655	P17655
Q9UJV9	Q9UJV9
O60239	O60239
Q8TBB5	Q8TBB5
Q5TAQ9	Q5TAQ9
Q8N6G6	Q8N6G6
P06744	P06744
Q13835	Q13835
P30411	P30411
Q9Y6K1	Q9Y6K1
O94888	O94888
P86452	P86452
Q15059	Q15059
O75494	O75494
Q9BXW6	Q9BXW6
O43909	O43909
Q96L93	Q96L93
Q9BXB4	Q9BXB4
B7ZBB8	B7ZBB8
Q9BRK0	Q9BRK0
Q9H902	Q9H902
A3KN83	A3KN83
Q9Y580	Q9Y580
Q96EQ0	Q96EQ0
Q96AG3	Q96AG3
Q8N3C7	Q8N3C7
Q8N2U9	Q8N2U9
Q13158	Q13158
O43823	O43823
P57740	P57740
Q8WV41	Q8WV41
Q9BYC5	Q9BYC5
Q10570	Q10570
Q01518	Q01518
Q10471	Q10471
Q92685	Q92685
Q96FS4	Q96FS4
Q07666	Q07666
Q2M1P5	Q2M1P5
P35367	P35367
Q93100	Q93100
Q9NVE7	Q9NVE7
O60673	O60673
Q9UKT5	Q9UKT5
Q12756	Q12756
Q14999	Q14999
Q9Y519	Q9Y519
Q9HAH1	Q9HAH1
Q86TP1	Q86TP1
Q9GZV5	Q9GZV5
Q15173	Q15173
Q92597	Q92597
Q9UI47	Q9UI47
O14662	O14662
Q5FWE3	Q5FWE3
Q9HAZ1	Q9HAZ1
Q14204	Q14204
Q5VU43	Q5VU43
Q9Y4D8	Q9Y4D8
Q13243	Q13243
Q8NAP3	Q8NAP3
Q63HQ0	Q63HQ0
P17026	P17026
Q9P107	Q9P107
Q9Y561	Q9Y561
Q9UJ70	Q9UJ70
Q92844	Q92844
Q53GT1	Q53GT1
Q8IUW5	Q8IUW5
O43353	O43353
Q15569	Q15569
Q13393	Q13393
O95831	O95831
O95544	O95544
Q6ZSZ5	Q6ZSZ5
Q96EN8	Q96EN8
Q4V328	Q4V328
Q9H1H9	Q9H1H9
P26045	P26045
Q14596	Q14596
Q9H2U2	Q9H2U2
O76041	O76041
Q9Y4F3	Q9Y4F3
O15273	O15273
Q13330	Q13330
Q68BL7	Q68BL7
Q96Q40	Q96Q40
O95999	O95999
O95835	O95835
Q6PH81	Q6PH81
Q68DA7	Q68DA7
Q9BZ72	Q9BZ72
O15061	O15061
O15169	O15169
Q96N64	Q96N64
P33241	P33241
P53667	P53667
Q99973	Q99973
Q9H0F6	Q9H0F6
Q5T011	Q5T011
P10075	P10075
P41212	P41212
Q96B54	Q96B54
Q8N4L2	Q8N4L2
Q5T7W0	Q5T7W0
Q58EX2	Q58EX2
C9JLW8	C9JLW8
O75955	O75955
Q99638	Q99638
Q9H6Z4	Q9H6Z4
P49761	P49761
O96018	O96018
Q14653	Q14653
Q86YT6	Q86YT6
Q9NQB0	Q9NQB0
Q15637	Q15637
Q8N5C8	Q8N5C8
Q8WXE0	Q8WXE0
Q9NR82	Q9NR82
Q96HA9	Q96HA9
Q14106	Q14106
O60583	O60583
P55197	P55197
Q13829	Q13829
Q9HD42	Q9HD42
Q12979	Q12979
Q15172	Q15172
P20794	P20794
O43933	O43933
Q14011	Q14011
P47736	P47736
O95155	O95155
Q16537	Q16537
Q9NU19	Q9NU19
Q9BQD3	Q9BQD3
P56749	P56749
Q9NTZ6	Q9NTZ6
Q8N3Y1	Q8N3Y1
Q9NVW2	Q9NVW2
Q6ZUS6	Q6ZUS6
Q9NXX6	Q9NXX6
Q8IWX8	Q8IWX8
Q9NWB6	Q9NWB6
Q9UN36	Q9UN36
Q9UGV2	Q9UGV2
Q9UIW2	Q9UIW2
P35221	P35221
P61764	P61764
Q7Z5R6	Q7Z5R6
Q14767	Q14767
O95429	O95429
Q8WWY3	Q8WWY3
Q6NV75	Q6NV75
Q86VQ0	Q86VQ0
Q9BY77	Q9BY77
Q8TBC5	Q8TBC5
Q14166	Q14166
O75131	O75131
Q14789	Q14789
Q9NPH3	Q9NPH3
Q7LG56	Q7LG56
Q9BTU6	Q9BTU6
Q01850	Q01850
Q5T8I3	Q5T8I3
Q5T9C2	Q5T9C2
Q9ULV0	Q9ULV0
Q8N5Y2	Q8N5Y2
Q7Z3E2	Q7Z3E2
Q9UBG0	Q9UBG0
Q86WP2	Q86WP2
P46019	P46019
Q9NX94	Q9NX94
O14713	O14713
Q9BZ67	Q9BZ67
Q8N6U8	Q8N6U8
P35606	P35606
Q92629	Q92629
Q9UGI8	Q9UGI8
Q9UHB6	Q9UHB6
Q13683	Q13683
Q9NW07	Q9NW07
O14874	O14874
Q99607	Q99607
