From	To
O95785	O95785
Q9NQQ7	Q9NQQ7
P08758	P08758
Q5VY43	Q5VY43
Q709C8	Q709C8
Q969J3	Q969J3
Q02078	Q02078
P15924	P15924
Q99689	Q99689
Q96DF8	Q96DF8
P41182	P41182
Q5T2D3	Q5T2D3
Q70CQ2	Q70CQ2
P17612	P17612
O95400	O95400
Q16649	Q16649
P42167	P42167
Q8TEP8	Q8TEP8
P46087	P46087
Q96S55	Q96S55
Q14865	Q14865
Q9Y4E6	Q9Y4E6
Q9NZM1	Q9NZM1
Q2KHR3	Q2KHR3
O43169	O43169
Q03169	Q03169
Q8IXQ4	Q8IXQ4
Q9H246	Q9H246
Q9NQT8	Q9NQT8
O95613	O95613
Q86TC9	Q86TC9
Q6P9H4	Q6P9H4
Q13619	Q13619
P00533	P00533
Q8IY63	Q8IY63
Q16799	Q16799
Q12982	Q12982
P82909	P82909
Q9Y6R1	Q9Y6R1
Q92870	Q92870
Q9UQC2	Q9UQC2
Q15788	Q15788
Q5JPI9	Q5JPI9
O60551	O60551
P29536	P29536
Q13884	Q13884
Q14978	Q14978
Q8WVJ9	Q8WVJ9
Q93074	Q93074
Q6ZRV2	Q6ZRV2
P50750	P50750
Q69YQ0	Q69YQ0
Q9UNX4	Q9UNX4
Q9NUL3	Q9NUL3
Q9NW68	Q9NW68
O00327	O00327
Q13555	Q13555
O00767	O00767
Q96D71	Q96D71
D6RIA3	D6RIA3
Q13451	Q13451
Q15629	Q15629
Q7L8A9	Q7L8A9
Q9ULA0	Q9ULA0
P52594	P52594
O60716	O60716
Q9HDC5	Q9HDC5
Q8NEN0	Q8NEN0
P46778	P46778
Q9Y4P8	Q9Y4P8
P49959	P49959
Q6ZVM7	Q6ZVM7
Q92890	Q92890
P52943	P52943
Q14118	Q14118
Q9UHY8	Q9UHY8
Q15366	Q15366
Q8NB49	Q8NB49
Q9H2D6	Q9H2D6
Q9Y232	Q9Y232
O94906	O94906
Q8IW50	Q8IW50
Q5XKK7	Q5XKK7
Q99549	Q99549
Q7L9L4	Q7L9L4
Q96PX6	Q96PX6
P05198	P05198
Q15648	Q15648
O95671	O95671
Q14161	Q14161
P51946	P51946
Q92622	Q92622
Q16270	Q16270
Q06830	Q06830
Q92610	Q92610
O94929	O94929
P17987	P17987
Q9NP61	Q9NP61
Q96K83	Q96K83
Q5H9R7	Q5H9R7
Q96RT1	Q96RT1
P47712	P47712
Q9Y6D5	Q9Y6D5
Q96GX8	Q96GX8
Q52LW3	Q52LW3
Q9BSJ8	Q9BSJ8
Q9NZN5	Q9NZN5
P78316	P78316
Q9UHF7	Q9UHF7
O60885	O60885
O43491	O43491
Q3B726	Q3B726
Q9BQ52	Q9BQ52
Q96BR1	Q96BR1
O15085	O15085
A2AJT9	A2AJT9
Q9Y6M7	Q9Y6M7
Q6ZS17	Q6ZS17
Q5ZPR3	Q5ZPR3
Q9P266	Q9P266
O15021	O15021
P52179	P52179
Q92922	Q92922
Q9H6S3	Q9H6S3
Q5VZ89	Q5VZ89
O14683	O14683
Q9UDT6	Q9UDT6
Q8N9Q2	Q8N9Q2
P49354	P49354
Q9Y5S2	Q9Y5S2
Q14008	Q14008
O14492	O14492
A7E2V4	A7E2V4
P31943	P31943
P02794	P02794
Q99961	Q99961
Q9Y5B6	Q9Y5B6
P35237	P35237
Q9UMS6	Q9UMS6
Q14103	Q14103
Q9UHW9	Q9UHW9
P41236	P41236
Q9NR31	Q9NR31
Q8TEQ0	Q8TEQ0
Q8NI27	Q8NI27
Q9BPZ7	Q9BPZ7
Q14004	Q14004
P48637	P48637
Q86X27	Q86X27
Q9UHV7	Q9UHV7
Q8NG27	Q8NG27
Q92995	Q92995
Q9Y3F4	Q9Y3F4
O95714	O95714
P42566	P42566
Q9ULC3	Q9ULC3
Q6NZY4	Q6NZY4
P00367	P00367
P61978	P61978
P04406	P04406
P10071	P10071
Q6ZMU5	Q6ZMU5
P46060	P46060
Q9H8G2	Q9H8G2
Q659C4	Q659C4
Q86V25	Q86V25
P61160	P61160
Q9UKN8	Q9UKN8
P16220	P16220
Q76M96	Q76M96
Q92625	Q92625
O43741	O43741
Q14D04	Q14D04
O14958	O14958
Q7Z4S6	Q7Z4S6
P50395	P50395
Q99755	Q99755
Q7Z5L9	Q7Z5L9
Q9UP95	Q9UP95
Q9P265	Q9P265
Q9Y2E4	Q9Y2E4
O75116	O75116
Q9P1T7	Q9P1T7
O95573	O95573
P62750	P62750
Q9Y2I7	Q9Y2I7
Q5HYJ3	Q5HYJ3
Q8N2M8	Q8N2M8
Q5JV73	Q5JV73
Q9P246	Q9P246
P14866	P14866
P14317	P14317
P62241	P62241
P31949	P31949
Q00536	Q00536
Q9Y6M1	Q9Y6M1
Q58A45	Q58A45
Q9P2Y5	Q9P2Y5
Q9BXJ9	Q9BXJ9
P55081	P55081
Q9HAU0	Q9HAU0
Q12923	Q12923
Q562R1	Q562R1
Q16181	Q16181
Q15019	Q15019
O43236	O43236
P35269	P35269
Q99613	Q99613
Q16186	Q16186
Q9NW75	Q9NW75
Q9H7S9	Q9H7S9
Q96NB3	Q96NB3
P78332	P78332
Q12905	Q12905
Q5SSJ5	Q5SSJ5
P26373	P26373
Q8NDX5	Q8NDX5
Q9HCL2	Q9HCL2
Q15111	Q15111
Q9BWU0	Q9BWU0
P52926	P52926
P29692	P29692
O60237	O60237
Q9NZC9	Q9NZC9
Q9UN70	Q9UN70
O60318	O60318
Q05519	Q05519
Q15691	Q15691
P36873	P36873
P78346	P78346
Q13425	Q13425
O75909	O75909
O00423	O00423
P25054	P25054
Q99590	Q99590
Q8TBA6	Q8TBA6
Q13442	Q13442
P62888	P62888
O14974	O14974
Q9UNZ2	Q9UNZ2
Q14526	Q14526
Q9ULG6	Q9ULG6
Q9H3N1	Q9H3N1
Q9P2N5	Q9P2N5
P17302	P17302
O96013	O96013
Q96PE2	Q96PE2
Q8NFG4	Q8NFG4
P55287	P55287
Q92766	Q92766
P48059	P48059
P55072	P55072
Q9P2E9	Q9P2E9
P05387	P05387
Q9BZH6	Q9BZH6
Q9Y4B4	Q9Y4B4
Q96G03	Q96G03
Q15700	Q15700
Q8N370	Q8N370
P55199	P55199
Q5VUA4	Q5VUA4
Q12872	Q12872
Q9H0B6	Q9H0B6
O00716	O00716
Q9Y696	Q9Y696
Q8ND04	Q8ND04
Q13813	Q13813
Q9UPQ3	Q9UPQ3
Q96P47	Q96P47
O94901	O94901
Q16204	Q16204
Q8TB03	Q8TB03
Q5FWF5	Q5FWF5
P43487	P43487
Q9HAN9	Q9HAN9
Q03468	Q03468
O75030	O75030
O43310	O43310
P42685	P42685
Q9NR09	Q9NR09
Q9Y2Z0	Q9Y2Z0
O60502	O60502
P08253	P08253
O75509	O75509
Q9NX40	Q9NX40
Q9ULI0	Q9ULI0
Q96LA8	Q96LA8
Q08J23	Q08J23
Q03111	Q03111
Q9BXS5	Q9BXS5
P35858	P35858
Q92878	Q92878
P34910	P34910
Q8TEU7	Q8TEU7
Q15051	Q15051
Q6ZSR9	Q6ZSR9
P51178	P51178
P61204	P61204
P18085	P18085
Q14993	Q14993
Q8WYL5	Q8WYL5
Q6UXV4	Q6UXV4
Q8TEW8	Q8TEW8
O15427	O15427
P08138	P08138
Q0IIM8	Q0IIM8
Q9BWF3	Q9BWF3
P42345	P42345
P25106	P25106
Q96QC0	Q96QC0
A2A3K4	A2A3K4
Q96T37	Q96T37
P08708	P08708
Q13464	Q13464
Q9UHR4	Q9UHR4
Q6NYC8	Q6NYC8
P42224	P42224
Q9NVN8	Q9NVN8
Q6IAA8	Q6IAA8
Q13123	Q13123
P98174	P98174
P0C1Z6	P0C1Z6
Q9NZL4	Q9NZL4
Q6YHU6	Q6YHU6
Q99698	Q99698
P61247	P61247
Q9H2P0	Q9H2P0
Q9P2F8	Q9P2F8
Q16512	Q16512
O00472	O00472
Q8WUA2	Q8WUA2
Q08AD1	Q08AD1
Q96CV9	Q96CV9
Q8NI08	Q8NI08
Q92539	Q92539
Q86TV6	Q86TV6
P23497	P23497
O96007	O96007
P62191	P62191
Q9NZN4	Q9NZN4
O14672	O14672
Q13404	Q13404
Q8IXK0	Q8IXK0
Q9GZT3	Q9GZT3
Q9ULH0	Q9ULH0
Q9H425	Q9H425
Q99704	Q99704
Q8TBP0	Q8TBP0
O43149	O43149
P24821	P24821
P08910	P08910
Q15334	Q15334
Q9UPI3	Q9UPI3
Q13610	Q13610
Q6DN90	Q6DN90
Q00537	Q00537
Q07002	Q07002
Q9NS56	Q9NS56
Q7Z7L8	Q7Z7L8
Q9UJU6	Q9UJU6
Q9Y5Q9	Q9Y5Q9
O95069	O95069
Q658Y4	Q658Y4
Q5VVJ2	Q5VVJ2
O60245	O60245
Q9UQB8	Q9UQB8
Q9UNL2	Q9UNL2
Q14241	Q14241
Q00587	Q00587
O00559	O00559
Q7Z3K3	Q7Z3K3
Q5T5C0	Q5T5C0
Q96RR4	Q96RR4
Q49A26	Q49A26
Q9NQG5	Q9NQG5
Q9NYJ8	Q9NYJ8
E7EW31	E7EW31
P57737	P57737
Q8N201	Q8N201
Q15742	Q15742
Q9BTC8	Q9BTC8
Q9HCE1	Q9HCE1
Q96BY7	Q96BY7
O14828	O14828
Q9UGP4	Q9UGP4
Q08499	Q08499
O94967	O94967
Q8ND24	Q8ND24
Q6V0I7	Q6V0I7
P40925	P40925
Q8NEJ9	Q8NEJ9
Q9Y2H0	Q9Y2H0
Q9UPR0	Q9UPR0
Q86UE4	Q86UE4
Q9NRF8	Q9NRF8
Q9BST9	Q9BST9
Q15643	Q15643
Q08334	Q08334
Q63HR2	Q63HR2
Q5VUB5	Q5VUB5
O95819	O95819
P82094	P82094
P21796	P21796
P45880	P45880
P53602	P53602
Q9NPB8	Q9NPB8
P35240	P35240
Q13530	Q13530
Q9NRX5	Q9NRX5
O60503	O60503
P56962	P56962
Q6VY07	Q6VY07
O43583	O43583
Q9UJM3	Q9UJM3
Q96G23	Q96G23
O95391	O95391
Q9H7F0	Q9H7F0
P78312	P78312
Q9Y4G2	Q9Y4G2
P13807	P13807
Q8NFA0	Q8NFA0
Q13620	Q13620
Q9UH62	Q9UH62
Q14160	Q14160
Q9NXE8	Q9NXE8
P52564	P52564
Q5HYI7	Q5HYI7
P25116	P25116
Q6P5Q4	Q6P5Q4
Q9Y2K7	Q9Y2K7
Q8WYH8	Q8WYH8
O60812	O60812
Q71F56	Q71F56
P19237	P19237
Q7Z309	Q7Z309
Q5VST9	Q5VST9
Q2V2M9	Q2V2M9
Q8NE79	Q8NE79
Q49MG5	Q49MG5
Q92930	Q92930
O43818	O43818
Q9NRH2	Q9NRH2
P15336	P15336
P20337	P20337
O60333	O60333
Q86U70	Q86U70
O43493	O43493
Q9NZU5	Q9NZU5
P31629	P31629
Q8IYM9	Q8IYM9
Q9Y2H6	Q9Y2H6
Q9UBW7	Q9UBW7
Q8N573	Q8N573
P55036	P55036
Q9Y3Q3	Q9Y3Q3
Q7L1Q6	Q7L1Q6
Q9NWC5	Q9NWC5
O14613	O14613
O60315	O60315
Q8NC44	Q8NC44
Q8N5G2	Q8N5G2
P40855	P40855
O15440	O15440
P13535	P13535
Q96RN5	Q96RN5
Q96HR8	Q96HR8
Q6P4E1	Q6P4E1
O94913	O94913
Q86SF2	Q86SF2
Q08999	Q08999
Q92628	Q92628
O60238	O60238
O14495	O14495
Q08117	Q08117
Q9UIG8	Q9UIG8
Q14721	Q14721
P51659	P51659
Q14694	Q14694
Q8WW12	Q8WW12
Q9NRY4	Q9NRY4
Q9Y5T5	Q9Y5T5
Q92609	Q92609
P25098	P25098
O75449	O75449
Q96Q15	Q96Q15
Q9BUA3	Q9BUA3
Q14699	Q14699
Q13033	Q13033
P57679	P57679
P17181	P17181
Q8WWI1	Q8WWI1
Q9UPN7	Q9UPN7
P14868	P14868
O95677	O95677
Q08431	Q08431
P17301	P17301
Q8N5F7	Q8N5F7
Q07866	Q07866
Q14157	Q14157
Q9NZB2	Q9NZB2
Q99567	Q99567
Q13625	Q13625
Q9Y6M4	Q9Y6M4
P09543	P09543
P23470	P23470
P30086	P30086
Q9NS62	Q9NS62
Q5TBA9	Q5TBA9
Q9Y2L5	Q9Y2L5
Q96PZ0	Q96PZ0
Q5SYE7	Q5SYE7
Q8TDY4	Q8TDY4
Q9Y5K6	Q9Y5K6
Q9BWW4	Q9BWW4
P81877	P81877
Q8N1F8	Q8N1F8
Q96AT1	Q96AT1
Q12983	Q12983
Q53EL6	Q53EL6
O94763	O94763
Q8TDR0	Q8TDR0
O75592	O75592
O00522	O00522
Q6ZWT7	Q6ZWT7
Q96Q45	Q96Q45
Q13203	Q13203
P49790	P49790
Q9Y385	Q9Y385
Q86XJ1	Q86XJ1
Q15717	Q15717
Q96T58	Q96T58
Q9H8M9	Q9H8M9
Q13480	Q13480
Q92734	Q92734
Q9NW97	Q9NW97
Q92598	Q92598
Q9UKK3	Q9UKK3
P54727	P54727
Q96FW1	Q96FW1
O75400	O75400
Q8WX93	Q8WX93
Q7Z3E5	Q7Z3E5
P60174	P60174
O75475	O75475
Q9BVG4	Q9BVG4
Q9C0H5	Q9C0H5
P13797	P13797
Q9UHD8	Q9UHD8
P54259	P54259
Q9BSL1	Q9BSL1
Q9BZZ5	Q9BZZ5
Q01433	Q01433
Q6P3W7	Q6P3W7
Q2M2Z5	Q2M2Z5
P40818	P40818
Q03701	Q03701
Q6IC98	Q6IC98
O15173	O15173
Q9Y570	Q9Y570
Q8NEY8	Q8NEY8
Q8IYU2	Q8IYU2
O75382	O75382
Q9NRG0	Q9NRG0
Q8NHQ9	Q8NHQ9
Q9NZM3	Q9NZM3
Q8TCJ2	Q8TCJ2
P28827	P28827
Q93052	Q93052
P16383	P16383
P30533	P30533
Q92688	Q92688
O43314	O43314
Q8NFH8	Q8NFH8
Q05682	Q05682
Q96KP1	Q96KP1
Q92738	Q92738
Q7Z6J0	Q7Z6J0
Q14289	Q14289
Q9P227	Q9P227
Q86XR7	Q86XR7
Q9Y2K2	Q9Y2K2
Q92769	Q92769
P62805	P62805
P16333	P16333
O94808	O94808
Q12791	Q12791
P56945	P56945
Q9UK59	Q9UK59
Q9Y2U5	Q9Y2U5
Q9NZL6	Q9NZL6
O75815	O75815
Q6ZS30	Q6ZS30
Q9H7D7	Q9H7D7
P11171	P11171
Q8IW52	Q8IW52
P35222	P35222
Q9Y4F9	Q9Y4F9
O43318	O43318
P41208	P41208
A2RRP1	A2RRP1
Q16825	Q16825
P20020	P20020
O00505	O00505
Q9UPN4	Q9UPN4
Q68EM7	Q68EM7
Q9C040	Q9C040
P55198	P55198
Q7Z5K2	Q7Z5K2
Q96PU4	Q96PU4
Q5VWG9	Q5VWG9
P57682	P57682
Q8IZ21	Q8IZ21
Q12996	Q12996
Q9BTL3	Q9BTL3
E9PB15	E9PB15
O15047	O15047
Q96T17	Q96T17
Q9BZX2	Q9BZX2
O00410	O00410
Q13905	Q13905
Q9BY89	Q9BY89
Q9BZF9	Q9BZF9
Q9UL01	Q9UL01
Q09161	Q09161
P18754	P18754
Q15287	Q15287
Q86W92	Q86W92
Q14669	Q14669
O94880	O94880
Q7Z2E3	Q7Z2E3
Q96L34	Q96L34
Q92466	Q92466
Q86VX9	Q86VX9
Q5VZK9	Q5VZK9
Q7RTP6	Q7RTP6
Q9BUQ8	Q9BUQ8
Q4G0J3	Q4G0J3
Q9UJF2	Q9UJF2
P42696	P42696
Q9UKJ3	Q9UKJ3
Q96B36	Q96B36
O95232	O95232
Q9ULV3	Q9ULV3
Q9C0B1	Q9C0B1
Q14C86	Q14C86
O60343	O60343
Q9BRS8	Q9BRS8
P22087	P22087
Q96II8	Q96II8
P50548	P50548
Q96NW7	Q96NW7
Q01650	Q01650
Q8N2F6	Q8N2F6
Q92934	Q92934
Q96GP6	Q96GP6
P50542	P50542
Q9UKF7	Q9UKF7
Q9GZM8	Q9GZM8
O15056	O15056
Q7LBC6	Q7LBC6
Q86YV5	Q86YV5
Q9Y3M2	Q9Y3M2
Q9H2K8	Q9H2K8
O60930	O60930
Q9HC56	Q9HC56
O75140	O75140
Q8N111	Q8N111
A8MT19	A8MT19
P05556	P05556
P51825	P51825
Q86X02	Q86X02
Q8NG08	Q8NG08
Q9H2L5	Q9H2L5
Q6IQ26	Q6IQ26
Q9UBF8	Q9UBF8
Q96FJ0	Q96FJ0
P15884	P15884
Q07960	Q07960
O94992	O94992
Q9UPN9	Q9UPN9
P08865	P08865
O15013	O15013
Q16637	Q16637
Q15884	Q15884
Q9Y608	Q9Y608
O00470	O00470
Q9BQK8	Q9BQK8
Q6ZUT9	Q6ZUT9
Q9Y2H2	Q9Y2H2
P43005	P43005
Q4AC94	Q4AC94
Q99958	Q99958
O15234	O15234
Q6PID6	Q6PID6
O94827	O94827
P30279	P30279
O75153	O75153
Q9Y3R5	Q9Y3R5
Q7Z5P9	Q7Z5P9
P52701	P52701
Q9UN42	Q9UN42
P63316	P63316
P43007	P43007
Q76N32	Q76N32
Q96PL5	Q96PL5
A7KAX9	A7KAX9
Q08211	Q08211
Q9Y2D5	Q9Y2D5
P48444	P48444
Q9NSY1	Q9NSY1
Q14112	Q14112
O75044	O75044
Q5JTV8	Q5JTV8
Q13362	Q13362
Q14738	Q14738
Q9NRA0	Q9NRA0
P43121	P43121
Q9BXK5	Q9BXK5
Q5HYW2	Q5HYW2
Q9Y2D4	Q9Y2D4
Q66GS9	Q66GS9
Q96L92	Q96L92
Q15040	Q15040
Q9BYW2	Q9BYW2
Q92574	Q92574
P08473	P08473
O95297	O95297
P40227	P40227
Q9NQ75	Q9NQ75
O15164	O15164
Q5JXC2	Q5JXC2
P78536	P78536
P18206	P18206
Q9P0U3	Q9P0U3
Q27J81	Q27J81
P09382	P09382
Q3SY69	Q3SY69
Q5T5P2	Q5T5P2
P27987	P27987
Q96AQ6	Q96AQ6
O75064	O75064
P08651	P08651
O60447	O60447
Q96AJ1	Q96AJ1
Q9H706	Q9H706
P0CAP2	P0CAP2
P98082	P98082
Q99523	Q99523
Q15555	Q15555
P40189	P40189
Q6ICG6	Q6ICG6
Q2PPJ7	Q2PPJ7
O43293	O43293
P40123	P40123
O75971	O75971
Q96QD8	Q96QD8
Q14938	Q14938
Q14684	Q14684
Q8TAT6	Q8TAT6
Q96HP0	Q96HP0
Q9UBT2	Q9UBT2
P62826	P62826
O00429	O00429
Q08170	Q08170
Q7Z422	Q7Z422
P28290	P28290
Q6P3S1	Q6P3S1
Q9UBM7	Q9UBM7
Q7Z5H3	Q7Z5H3
Q8WWN8	Q8WWN8
Q9HCH5	Q9HCH5
Q8ND76	Q8ND76
Q96B18	Q96B18
Q01970	Q01970
Q15075	Q15075
O75976	O75976
Q9UBS9	Q9UBS9
Q14764	Q14764
Q96NN9	Q96NN9
Q53HC0	Q53HC0
Q13185	Q13185
O15155	O15155
Q9BZE9	Q9BZE9
Q9Y2X7	Q9Y2X7
O95292	O95292
Q9NQC7	Q9NQC7
Q99650	Q99650
Q8NHQ8	Q8NHQ8
P18615	P18615
Q92997	Q92997
Q8TEW0	Q8TEW0
Q9H694	Q9H694
Q53SF7	Q53SF7
Q99614	Q99614
Q5UIP0	Q5UIP0
Q8N7R7	Q8N7R7
Q9BZ71	Q9BZ71
P06400	P06400
Q9BWH2	Q9BWH2
Q5T1M5	Q5T1M5
P31321	P31321
Q9P0V3	Q9P0V3
Q8TDY8	Q8TDY8
Q9Y4F1	Q9Y4F1
A2RU67	A2RU67
Q9Y3Q8	Q9Y3Q8
Q01130	Q01130
Q14774	Q14774
Q9Y6R4	Q9Y6R4
Q00653	Q00653
Q14242	Q14242
Q6P1R3	Q6P1R3
P35658	P35658
Q9BTE7	Q9BTE7
Q92793	Q92793
Q9NP66	Q9NP66
Q7L804	Q7L804
Q92540	Q92540
Q15036	Q15036
Q9BVC5	Q9BVC5
P15056	P15056
Q9C0A6	Q9C0A6
Q13129	Q13129
Q99759	Q99759
Q15139	Q15139
Q8WVT3	Q8WVT3
A6NGB9	A6NGB9
Q5M775	Q5M775
Q96JP5	Q96JP5
O00499	O00499
O60890	O60890
Q8N6T3	Q8N6T3
Q9NWQ4	Q9NWQ4
Q8TB45	Q8TB45
Q9HCU0	Q9HCU0
Q8WY36	Q8WY36
Q9Y3C5	Q9Y3C5
P28370	P28370
Q8N8S7	Q8N8S7
Q9BZL4	Q9BZL4
Q15776	Q15776
P10636	P10636
P15880	P15880
Q6VN20	Q6VN20
Q96F86	Q96F86
Q9H0X4	Q9H0X4
P23142	P23142
Q9H063	Q9H063
Q92900	Q92900
Q9Y4D2	Q9Y4D2
Q96MT3	Q96MT3
Q9ULH1	Q9ULH1
Q5JSL3	Q5JSL3
Q9BYG3	Q9BYG3
Q13164	Q13164
Q14185	Q14185
Q15751	Q15751
Q9P2T1	Q9P2T1
Q9H0G5	Q9H0G5
Q9H6S0	Q9H6S0
Q96HH9	Q96HH9
P49918	P49918
Q02543	Q02543
Q6ULP2	Q6ULP2
Q3KR37	Q3KR37
Q8N7B6	Q8N7B6
O43768	O43768
P13716	P13716
Q13191	Q13191
Q9BWG4	Q9BWG4
Q9UGU5	Q9UGU5
Q8WVR3	Q8WVR3
Q15057	Q15057
Q6FI81	Q6FI81
Q12849	Q12849
Q96ER3	Q96ER3
Q96T83	Q96T83
Q8N8E3	Q8N8E3
Q96Q42	Q96Q42
Q13283	Q13283
Q8N4U5	Q8N4U5
Q9Y5U2	Q9Y5U2
Q9UPT5	Q9UPT5
Q8N568	Q8N568
P50552	P50552
Q9BZV2	Q9BZV2
Q86WC4	Q86WC4
Q8IWT6	Q8IWT6
Q7L0Y3	Q7L0Y3
Q2TBE0	Q2TBE0
P62491	P62491
O95394	O95394
Q13522	Q13522
Q92521	Q92521
Q86WG5	Q86WG5
P24588	P24588
Q9UN86	Q9UN86
Q96IZ0	Q96IZ0
P68104	P68104
Q6P995	Q6P995
Q9Y6D6	Q9Y6D6
P20962	P20962
Q12857	Q12857
Q8IVH8	Q8IVH8
Q9UGI9	Q9UGI9
Q9NUN5	Q9NUN5
Q96C24	Q96C24
Q9P270	Q9P270
Q5HYK7	Q5HYK7
Q8TB52	Q8TB52
Q6P6C2	Q6P6C2
Q9UHI6	Q9UHI6
Q9UBU9	Q9UBU9
Q14141	Q14141
P55265	P55265
P63104	P63104
Q8IWS0	Q8IWS0
Q9UF11	Q9UF11
Q9H987	Q9H987
Q86UU0	Q86UU0
Q13206	Q13206
Q8TEH3	Q8TEH3
Q86UX7	Q86UX7
Q92859	Q92859
Q9NTX5	Q9NTX5
P40425	P40425
O00303	O00303
Q9Y3D3	Q9Y3D3
Q15170	Q15170
Q9BQ70	Q9BQ70
P13611	P13611
Q9UJX6	Q9UJX6
Q9HAV4	Q9HAV4
Q8WZA1	Q8WZA1
Q9UHK0	Q9UHK0
Q9UEW8	Q9UEW8
Q9BV40	Q9BV40
Q4KMP7	Q4KMP7
Q8WVV9	Q8WVV9
Q9NWS9	Q9NWS9
O94864	O94864
P05114	P05114
Q8NCF5	Q8NCF5
Q9UQK1	Q9UQK1
P51809	P51809
P10070	P10070
Q9ULJ3	Q9ULJ3
Q9Y5P4	Q9Y5P4
Q86VP3	Q86VP3
Q7Z2K8	Q7Z2K8
B3KU38	B3KU38
Q9BQI5	Q9BQI5
Q9Y2K3	Q9Y2K3
O43159	O43159
Q15293	Q15293
Q9Y6N7	Q9Y6N7
Q7Z4Q2	Q7Z4Q2
Q8IUD2	Q8IUD2
Q96FV9	Q96FV9
Q9UPT8	Q9UPT8
Q14202	Q14202
Q9H3P7	Q9H3P7
O00712	O00712
P37837	P37837
P32519	P32519
P18887	P18887
Q9H3P2	Q9H3P2
Q8IZP0	Q8IZP0
Q9BPX3	Q9BPX3
O95425	O95425
Q9UPU5	Q9UPU5
P49915	P49915
Q9NW82	Q9NW82
B2RTY4	B2RTY4
Q9NVR2	Q9NVR2
Q5JT25	Q5JT25
Q6PFW1	Q6PFW1
Q04759	Q04759
Q9Y6M5	Q9Y6M5
Q9Y6I3	Q9Y6I3
Q9Y6Q9	Q9Y6Q9
Q96A49	Q96A49
Q9NQ66	Q9NQ66
Q96DZ5	Q96DZ5
O75385	O75385
Q8NF91	Q8NF91
O60264	O60264
P23634	P23634
Q9H5H4	Q9H5H4
Q9UNF0	Q9UNF0
Q6P1Q9	Q6P1Q9
Q8N264	Q8N264
O60669	O60669
A4UGR9	A4UGR9
Q9UKK9	Q9UKK9
Q9H7C4	Q9H7C4
Q9NQZ2	Q9NQZ2
Q9H910	Q9H910
P35580	P35580
Q92541	Q92541
Q96MH2	Q96MH2
Q9Y2Q0	Q9Y2Q0
Q86XL3	Q86XL3
Q2M389	Q2M389
Q86UP3	Q86UP3
P51003	P51003
Q9Y5J1	Q9Y5J1
P42356	P42356
Q13188	Q13188
Q8TDX7	Q8TDX7
Q9UBV2	Q9UBV2
Q96MY1	Q96MY1
Q7KZI7	Q7KZI7
O95104	O95104
Q13009	Q13009
O95183	O95183
P53814	P53814
Q9H422	Q9H422
Q6GYQ0	Q6GYQ0
Q9Y2G8	Q9Y2G8
Q7Z2W4	Q7Z2W4
P06576	P06576
Q8WUI4	Q8WUI4
O15084	O15084
Q16555	Q16555
Q13976	Q13976
Q13237	Q13237
Q8WXF7	Q8WXF7
O94915	O94915
P05186	P05186
P48651	P48651
Q9UKX7	Q9UKX7
Q6ZSS7	Q6ZSS7
Q5TF58	Q5TF58
Q8IXM2	Q8IXM2
P56181	P56181
O00244	O00244
P41250	P41250
Q9P0P8	Q9P0P8
Q9NWB7	Q9NWB7
Q9BRK5	Q9BRK5
Q96P16	Q96P16
O95674	O95674
Q07955	Q07955
Q9NPC6	Q9NPC6
P14921	P14921
O15258	O15258
Q9BQE9	Q9BQE9
P17936	P17936
Q9H5J0	Q9H5J0
P30414	P30414
P15260	P15260
Q8IZ73	Q8IZ73
Q86WR0	Q86WR0
Q12767	Q12767
O95644	O95644
Q96E39	Q96E39
P38159	P38159
Q9ULL0	Q9ULL0
P22681	P22681
P05067	P05067
O15357	O15357
P16615	P16615
O95721	O95721
Q96IG2	Q96IG2
Q9UKC9	Q9UKC9
O14730	O14730
Q92954	Q92954
Q9H013	Q9H013
P17252	P17252
O00299	O00299
P11277	P11277
Q8TD55	Q8TD55
Q8TEV9	Q8TEV9
Q9Y2U8	Q9Y2U8
Q8WWQ0	Q8WWQ0
Q9NZ09	Q9NZ09
Q9NV56	Q9NV56
P12277	P12277
O14737	O14737
Q16658	Q16658
Q12802	Q12802
Q7KZF4	Q7KZF4
P35716	P35716
Q6P9G4	Q6P9G4
O95817	O95817
Q9NQ84	Q9NQ84
Q9Y606	Q9Y606
P42684	P42684
Q8IXJ6	Q8IXJ6
Q92945	Q92945
Q9Y666	Q9Y666
Q8IZL8	Q8IZL8
O60488	O60488
Q8N3C0	Q8N3C0
Q9P2D3	Q9P2D3
Q9BZC7	Q9BZC7
O75052	O75052
O00443	O00443
Q68DK2	Q68DK2
O14497	O14497
Q06190	Q06190
Q9H6A9	Q9H6A9
Q9ULT8	Q9ULT8
Q16760	Q16760
Q96E09	Q96E09
Q9Y3E7	Q9Y3E7
Q8IZD0	Q8IZD0
Q6UN15	Q6UN15
O95793	O95793
Q8NC96	Q8NC96
P00338	P00338
Q14151	Q14151
Q8N302	Q8N302
Q9Y6Y8	Q9Y6Y8
P18433	P18433
Q7Z460	Q7Z460
Q7L2H7	Q7L2H7
O00151	O00151
P29972	P29972
O75369	O75369
Q86VQ1	Q86VQ1
Q14194	Q14194
Q6P1L5	Q6P1L5
P51610	P51610
P05023	P05023
O00418	O00418
Q13433	Q13433
Q8WYQ5	Q8WYQ5
Q04323	Q04323
P62136	P62136
Q14644	Q14644
Q9UBT7	Q9UBT7
P00568	P00568
Q14192	Q14192
